ECG_peaks,mean_rr_interval,handGSR_peaks,handGSR_mean_peak_interval,handGSR_mean_peak_diff,handGSR_has_peaks,footGSR_peaks,footGSR_mean_peak_interval,footGSR_mean_peak_diff,footGSR_has_peaks,RESP_mean_rr,EMG_rms,HR_mean,HR_std,HR_rmssd,HR_min,HR_max,Stress_Binary,Drive,Window_Start
65,0.9233870967741935,0,60.0,0.0,0,0,60.0,0.0,0,2.7838709677419358,0.230519,64.77096774193548,5.599175834997279,1.3535425751305592,54.0,83.0,no,drive05,12555
66,0.9081885856079405,0,60.0,0.0,0,0,60.0,0.0,0,2.7803379416282645,0.232133,65.50967741935484,5.846459539178695,1.3053669128562142,53.0,81.0,no,drive05,13020
88,0.6800148312940306,11,1.9161290322580644,1.1507000000000036,1,5,3.2580645161290325,0.8924999999999984,1,1.090687766281193,5.888582,86.94193548387096,12.606998590394277,1.2050307179555058,56.0,109.0,stressed,drive05,13950
90,0.6661833997825299,23,2.2404692082111435,0.966500000000001,1,10,4.996415770609319,0.9427777777777769,1,0.9860215053763441,6.206628,88.52903225806452,8.875344374904726,1.6777528669187998,67.0,109.0,stressed,drive05,14415
89,0.6737536656891496,21,2.9,0.8777499999999998,1,12,4.310850439882697,0.9050909090909087,1,1.2645161290322577,6.599334,87.41505376344087,8.513227484415681,2.5430629168236427,67.0,124.0,stressed,drive05,14880
97,0.6102150537634409,15,4.1336405529953915,1.0453571428571429,1,11,5.84516129032258,1.0927000000000007,1,1.3060931899641577,8.3822,88.99462365591398,6.785894059864069,2.1549252669990473,67.0,124.0,stressed,drive05,15345
94,0.6375303503295179,18,3.4383301707779887,0.9691176470588294,1,12,3.941348973607039,0.8129090909090909,1,1.0495391705069126,6.847812,85.03548387096774,6.071246265593399,1.6355180427100582,74.0,104.0,stressed,drive05,15810
84,0.7151185386708123,22,2.721966205837173,0.6536190476190508,1,17,3.2016129032258065,0.44312499999999966,1,0.9308755760368663,2.226242,82.15053763440861,6.5578422830893075,2.042076235070213,73.0,104.0,stressed,drive05,16275
80,0.7431604736627195,17,3.2298387096774195,0.44199999999999884,1,16,3.470967741935483,0.2872000000000003,1,0.9740877842411423,2.290771,81.44408602150537,9.405991711596487,2.742246138824671,65.0,120.0,stressed,drive05,16740
81,0.7403225806451614,10,6.007168458781361,0.43666666666666765,1,11,5.645161290322579,0.22409999999999916,1,1.228494623655914,1.89416,81.20860215053763,10.081577533942722,2.5635097711164,65.0,120.0,stressed,drive05,17205
77,0.7767402376910016,11,4.832258064516129,0.8932000000000035,1,10,5.39068100358423,0.4248888888888878,1,1.4805624483043835,2.256317,84.02043010752688,45.576552779426706,9.961821630832436,37.0,265.0,stressed,drive05,17670
73,0.8279569892473118,12,4.926686217008797,0.7904545454545461,1,12,4.838709677419354,0.4198181818181833,1,1.090800477897252,2.590378,80.1741935483871,45.987045635538706,9.958903714075246,37.0,265.0,stressed,drive05,18135
75,0.8073234524847428,9,6.838709677419354,0.4749999999999973,1,13,4.564516129032257,0.22900000000000117,1,1.0943847072879331,2.12033,73.77741935483871,6.034927533079238,1.434242166453924,60.0,93.0,stressed,drive05,18600
76,0.7965591397849462,9,6.314516129032258,0.40374999999999855,1,13,4.360215053763441,0.1982499999999994,1,1.1767741935483869,1.945562,74.52150537634408,5.319680430663077,1.383043554104906,67.0,93.0,stressed,drive05,19065
75,0.8073234524847428,9,6.491935483870968,0.8282500000000005,1,11,5.341935483870968,0.6562000000000014,1,1.0299943406904357,1.965114,73.64086021505376,4.913011834052044,1.2201219300625619,67.0,88.0,stressed,drive05,19530
77,0.7818336162988115,7,7.279569892473119,1.618666666666668,1,11,5.406451612903226,0.925000000000001,1,1.1706989247311828,1.499169,74.88817204301075,6.429298686856118,1.561443399478172,56.0,95.0,stressed,drive05,19995
74,0.8024745912505524,5,13.5,1.4430000000000007,1,10,6.157706093189964,0.5694444444444431,1,1.3609831029185868,1.096773,73.53548387096774,8.37580546807214,1.716757150276287,56.0,95.0,stressed,drive05,20460
75,0.8012205754141238,8,6.138248847926268,0.6155714285714297,1,10,5.060931899641577,0.23744444444444113,1,1.5398981324278438,1.035431,74.36236559139785,9.424338361060807,2.276145780148219,59.0,121.0,stressed,drive05,20925
79,0.7576509511993382,8,6.709677419354839,0.6795714285714293,1,10,5.197132616487455,0.27144444444444343,1,1.5195246179966042,1.209611,77.8752688172043,7.530263756307961,2.2418372443947,64.0,121.0,stressed,drive05,21390
80,0.7513270722743975,7,7.838709677419356,1.4751666666666645,1,11,5.309677419354839,0.4469000000000012,1,1.190967741935484,2.561666,78.02150537634408,5.3534804167524275,1.3028907166723378,67.0,91.0,stressed,drive05,21855
81,0.7403225806451614,8,6.986175115207373,1.2871428571428571,1,12,4.439882697947214,0.3619090909090921,1,1.126550868486352,2.692781,77.73225806451613,6.354435607541551,1.3327052700884097,56.0,87.0,stressed,drive05,22320
78,0.7725178047758694,9,6.854838709677419,0.8081249999999994,1,11,5.4709677419354845,0.37789999999999935,1,1.3833458364591147,2.047188,76.00430107526881,6.026998646386709,1.4312369412211379,56.0,87.0,stressed,drive05,22785
75,0.8020924149956409,10,4.724014336917564,0.8243333333333324,1,11,4.258064516129033,0.3214999999999987,1,1.2110215053763442,1.86033,73.3236559139785,4.271634318685596,1.2702609853634375,60.0,83.0,stressed,drive05,23250
76,0.7862365591397851,9,6.661290322580645,1.4109999999999978,1,12,5.043988269794721,0.43690909090908936,1,0.9396462018730489,1.521985,75.26129032258065,5.406438460732842,1.221444555849341,60.0,90.0,stressed,drive05,23715
81,0.7403225806451614,10,5.878136200716846,0.9647777777777797,1,11,4.296774193548387,0.39130000000000087,1,0.967741935483871,3.571099,80.15806451612903,4.117594625653916,1.0462913128294986,67.0,90.0,stressed,drive05,24180
81,0.7435483870967743,11,4.987096774193549,0.7183000000000008,1,13,4.381720430107527,0.35650000000000026,1,0.9292403746097814,3.550688,82.16236559139784,8.087590573569965,1.8199350583996807,70.0,109.0,stressed,drive05,24645
76,0.7870967741935485,9,6.669354838709678,0.6253749999999989,1,11,5.7290322580645165,0.2756000000000015,1,1.0424448217317488,2.524937,78.052688172043,9.756741164450103,2.162156161804725,64.0,109.0,stressed,drive05,25110
72,0.8287142208087234,5,12.016129032258064,0.9577499999999988,1,7,5.129032258064516,0.48783333333333595,1,1.2602150537634407,2.83608,72.18494623655914,5.5569572055403,1.5531488207569581,63.0,90.0,stressed,drive05,25575
72,0.8305315765561107,5,12.258064516129034,0.8537499999999998,1,8,7.84331797235023,0.6130000000000019,1,1.0768328445747801,2.240899,71.18924731182796,4.955142053139733,1.0575475824416103,63.0,88.0,stressed,drive05,26040
77,0.7801358234295416,7,7.806451612903227,1.7770000000000046,1,11,4.6903225806451605,0.8068000000000015,1,0.7538200339558574,2.023866,75.68924731182796,7.016201870012888,1.3853764940044044,64.0,95.0,stressed,drive05,26505
81,0.7435483870967742,9,7.0,1.9291249999999993,1,12,5.114369501466275,0.8060909090909099,1,0.7043010752688171,2.095877,79.72795698924732,5.630196344699757,1.3992924553762043,64.0,95.0,stressed,drive05,26970
78,0.7708420611646418,8,6.0460829493087545,0.6902857142857142,1,11,5.070967741935484,0.5344999999999996,1,0.8820414058738565,1.917438,77.32795698924731,4.758351245840856,1.0549998852152025,68.0,88.0,stressed,drive05,27435
77,0.7767402376910016,5,9.532258064516128,0.7362500000000007,1,9,5.580645161290322,0.48837500000000134,1,0.6766862170087976,1.281858,77.22365591397849,13.186155968095408,3.957932721970768,6.0,151.0,stressed,drive05,33480
72,0.8278055429350295,6,9.380645161290323,0.9556000000000004,1,10,5.225806451612903,0.5206666666666662,1,0.7591118558860495,0.800902,73.0505376344086,11.524103992468518,3.2810576152017523,60.0,151.0,stressed,drive05,33945
71,0.8377880184331796,3,21.935483870967744,3.1195000000000026,1,6,8.748387096774191,1.4465999999999997,1,0.9203629032258065,0.616782,70.76129032258065,4.024255284289524,1.0802064946315282,60.0,80.0,stressed,drive05,34410
75,0.8020924149956408,4,8.75268817204301,0.260999999999999,1,8,6.709677419354838,0.41071428571428525,1,1.0005467468562055,0.758371,74.27849462365592,5.678943364204477,1.5304586084591356,68.0,99.0,stressed,drive05,34875
78,0.7708420611646418,5,12.241935483870968,0.9724999999999971,1,9,6.153225806451613,0.6967499999999989,1,0.9698572184029614,1.340662,77.98279569892473,9.258400703248752,2.9886761526330594,58.0,126.0,stressed,drive05,35340
79,0.7526881720430106,6,8.129032258064516,0.5397999999999987,1,11,4.75483870967742,0.6025999999999996,1,0.9881720430107525,2.209203,78.53118279569892,8.59804902219632,2.7798676506275224,58.0,126.0,stressed,drive05,35805
80,0.7554103715802367,5,10.70967741935484,1.0114999999999983,1,11,5.083870967741936,0.5933000000000025,1,1.0587557603686635,2.92062,77.49569892473119,5.926111600792934,1.2027954522246738,59.0,90.0,stressed,drive05,36270
79,0.7626137303556658,4,14.258064516129032,1.036333333333334,1,10,5.799283154121863,0.6595555555555526,1,0.9497620306716021,3.049897,76.89032258064516,5.664149937951647,1.560064032248275,59.0,94.0,stressed,drive05,36735
78,0.7674905739421868,5,9.612903225806452,0.6437499999999997,1,8,7.852534562211981,0.839428571428565,1,0.7918692001767565,2.655243,76.16451612903226,5.778327048164227,1.7139332766013822,54.0,94.0,stressed,drive05,37200
74,0.8042421564295184,4,15.95698924731183,0.9753333333333339,1,8,6.728110599078341,0.64528571428571,1,0.8396446937821411,2.326764,73.81935483870967,5.756123584805303,1.4031335069482074,54.0,89.0,stressed,drive05,37665
76,0.7931182795698923,5,12.870967741935484,0.8162499999999983,1,8,6.663594470046083,0.5915714285714238,1,0.7641390867197319,3.694516,73.72688172043011,6.035791807994276,1.903766591151473,65.0,111.0,stressed,drive05,38130
79,0.761786600496278,5,13.08064516129032,0.6085000000000008,1,7,7.010752688172043,0.6516666666666658,1,0.676669167291823,4.071903,76.21290322580646,6.129941075800427,1.8715477727437262,65.0,111.0,stressed,drive05,38595
77,0.7792869269949066,6,7.225806451612904,1.227800000000002,1,9,7.080645161290322,1.1419999999999992,1,0.712009327633113,2.613522,74.94408602150537,5.933239017595038,1.3559262739101527,52.0,88.0,stressed,drive05,39060
76,0.7819354838709679,6,10.812903225806451,1.3844000000000014,1,9,6.725806451612904,0.6983749999999984,1,0.8024745912505523,1.429296,74.75913978494624,6.08771434338839,1.4705578417678544,52.0,88.0,stressed,drive05,39525
76,0.7913978494623656,5,8.306451612903226,0.3037499999999997,1,9,7.088709677419355,0.3382500000000016,1,0.8086610693769333,1.166338,75.54516129032258,4.16392639686409,1.2332843598147254,68.0,88.0,stressed,drive05,39990
80,0.7545937117190692,8,6.341013824884793,0.19957142857143056,1,11,4.851612903225806,0.2358000000000005,1,0.8024745912505524,1.644873,79.22258064516129,7.016947671929237,1.9206542659918133,70.0,118.0,stressed,drive05,40455
83,0.7206923682140047,9,5.983870967741936,0.34437499999999976,1,13,4.446236559139785,0.23099999999999765,1,0.8914956011730205,2.604407,82.34731182795699,7.025668626931639,2.0638359260893315,70.0,118.0,stressed,drive05,40920
78,0.7683284457478007,8,6.304147465437788,0.38757142857142907,1,12,5.043988269794721,0.2726363636363629,1,0.8836754643206255,2.892245,77.64193548387097,7.928020574670376,1.4206685913687311,66.0,97.0,stressed,drive05,41385
72,0.8368923216719674,5,12.516129032258064,0.4122500000000037,1,9,6.274193548387096,0.3283749999999993,1,1.0071077091306726,2.036213,71.74086021505376,6.332927036641738,1.1879372176819485,65.0,93.0,stressed,drive05,41850
72,0.8350749659245797,4,14.0,0.11933333333333258,1,8,5.539170506912442,0.37871428571428545,1,0.8656716417910447,1.616302,70.37204301075269,3.6669510815811566,1.209043782333613,65.0,80.0,stressed,drive05,42315
75,0.7959895379250218,3,15.129032258064516,0.2749999999999977,1,7,8.354838709677418,0.18416666666666706,1,0.8077772867874502,1.602577,72.98709677419355,4.193421007163832,1.3598898201427494,65.0,88.0,stressed,drive05,42780
75,0.7986050566695728,3,16.903225806451616,0.22349999999999887,1,7,9.161290322580646,0.32916666666666633,1,0.90625,1.330532,73.49032258064516,4.344123815442962,1.3107159564994142,66.0,88.0,stressed,drive05,43245
73,0.8234767025089607,2,24.193548387096776,0.1200000000000026,1,6,10.387096774193548,0.43539999999999807,1,0.95525494276795,1.666651,72.16344086021505,3.771876260705324,1.1412606102065566,66.0,80.0,stressed,drive05,43710
72,0.8305315765561108,1,60.0,0.0,0,4,13.39784946236559,0.1950000000000032,1,0.8962779156327543,1.88166,71.98709677419355,3.7315633037052294,1.1033757770994315,66.0,81.0,stressed,drive05,44175
73,0.8136200716845878,3,17.129032258064516,1.0139999999999985,1,4,15.913978494623656,0.7359999999999965,1,0.8992555831265509,2.637583,73.16989247311828,3.9934296830668323,1.0742108526106608,66.0,83.0,stressed,drive05,44640
75,0.7959895379250219,4,14.387096774193546,0.7303333333333342,1,5,10.67741935483871,1.2097499999999999,1,0.9329237071172556,2.372996,73.70430107526882,4.836652489811847,1.163677034713448,64.0,90.0,stressed,drive05,45105
74,0.8139637649138313,5,13.758064516129032,0.9007499999999982,1,5,13.322580645161292,1.478250000000002,1,0.825268817204301,1.237312,72.38709677419355,4.6006831144588745,1.1585782460441219,64.0,90.0,stressed,drive05,45570
73,0.8234767025089607,3,8.225806451612904,0.021000000000000144,1,7,6.70967741935484,0.13316666666666785,1,0.7758913412563667,1.01447,72.5741935483871,4.297458694549166,1.201452296638512,64.0,87.0,stressed,drive05,46035
73,0.8270609318996416,3,22.612903225806452,0.2754999999999998,1,8,7.889400921658987,0.1402857142857135,1,0.7222659323367427,0.741462,72.11290322580645,4.848139556848356,1.2685650420365868,64.0,87.0,stressed,drive05,46500
71,0.8433179723502303,3,17.419354838709676,0.4400000000000067,1,8,6.15668202764977,0.23114285714285712,1,0.7311827956989247,1.198928,70.8010752688172,3.302686903005013,1.024983919115632,65.0,80.0,stressed,drive05,46965
73,0.8252688172043011,1,60.0,0.0,0,8,7.235023041474655,0.18171428571428616,1,0.8762638420799231,1.238922,71.3247311827957,4.0042895256408055,1.1183949748181994,65.0,84.0,stressed,drive05,47430
74,0.8104286345558993,2,17.612903225806452,0.44299999999999884,1,6,7.703225806451613,0.4506000000000007,1,0.9751454257006876,0.904369,71.52688172043011,4.204174571151824,1.1308379205630765,65.0,84.0,stressed,drive05,47895
79,0.7626137303556662,5,11.20967741935484,0.7289999999999981,1,8,7.170506912442398,0.48457142857143015,1,0.9091811414392059,2.236642,76.45376344086021,6.998810331161051,1.0286530116123933,67.0,94.0,stressed,drive05,48360
81,0.7419354838709677,5,11.129032258064516,1.0067499999999925,1,9,6.217741935483871,0.4539999999999994,1,0.7827956989247312,2.43471,80.34516129032258,6.087374844780561,1.3033037427460104,67.0,94.0,stressed,drive05,48825
80,0.7456104532462231,3,13.096774193548388,0.5979999999999863,1,7,8.258064516129032,0.6271666666666641,1,0.907258064516129,1.334004,80.58709677419355,6.172558518803537,1.3915785462476595,70.0,94.0,stressed,drive05,49290
75,0.7959895379250218,3,26.870967741935488,0.5905000000000045,1,6,11.019354838709678,0.5393999999999999,1,1.3993855606758832,0.950013,74.8989247311828,9.093096691773793,1.1892956368995606,59.0,94.0,stressed,drive05,49755
74,0.8068935041979673,4,9.784946236559138,0.4050000000000071,1,7,8.225806451612904,0.1888333333333355,1,1.357910906298003,1.607852,73.87741935483871,8.321757065193536,1.1715133322421465,59.0,90.0,stressed,drive05,50220
78,0.7758692919983243,3,24.677419354838708,0.13400000000000448,1,8,7.511520737327189,0.32399999999999846,1,0.9827956989247312,1.579116,76.78924731182796,6.752673104565067,1.357909493156254,60.0,90.0,stressed,drive05,50685
74,0.8033583738400354,2,21.29032258064516,0.280999999999995,1,7,5.010752688172043,0.4568333333333312,1,0.8368121442125236,0.79381,74.25698924731182,4.9214889313052055,1.4081112100126134,60.0,88.0,stressed,drive05,51150
75,0.7968613775065388,2,25.35483870967742,0.1370000000000024,1,4,15.032258064516128,0.42200000000000043,1,1.0709677419354837,1.75465,74.87096774193549,3.559708235149269,1.2315374972384776,68.0,85.0,stressed,drive05,51615
75,0.7959895379250218,1,60.0,0.0,0,4,16.236559139784944,0.34266666666666473,1,1.4706368899917286,2.243376,74.91290322580645,3.6573604033055056,1.1067850239967019,67.0,84.0,stressed,drive05,52080
76,0.7913978494623657,2,6.32258064516129,0.32899999999999285,1,4,17.741935483870968,1.319333333333329,1,1.0413129598189022,2.246813,74.98494623655914,3.530175487933159,1.104838171083972,67.0,84.0,stressed,drive05,52545
78,0.7591118558860496,5,8.03225806451613,0.3592499999999991,1,6,6.606451612903226,0.3842000000000003,1,0.792258064516129,2.650814,78.53225806451613,5.7794158519106995,1.3826543480878832,68.0,96.0,stressed,drive05,53010
80,0.7562270314414047,5,10.354838709677418,0.6025000000000011,1,8,5.907834101382489,0.3775714285714312,1,0.8639551192145863,3.480792,79.19569892473119,5.412886137677497,1.513839990805182,70.0,96.0,stressed,drive05,53475
77,0.7750424448217319,3,10.612903225806452,1.1665,1,6,9.303225806451612,0.6510000000000002,1,0.8541165142031777,3.976804,76.87204301075269,3.9019946812846538,1.4195316015176316,70.0,86.0,stressed,drive05,53940
77,0.7792869269949066,2,41.16129032258065,1.5069999999999957,1,5,12.387096774193548,0.3152499999999998,1,0.8772267693789119,3.897447,77.06129032258065,6.163673186685998,1.5248215410236898,66.0,94.0,stressed,drive05,54405
77,0.7775891341256367,4,8.623655913978494,0.23366666666666913,1,6,6.709677419354838,0.2754000000000013,1,0.9573361082206036,2.981036,77.15698924731183,6.356867387194655,1.3359321640861215,66.0,94.0,stressed,drive05,54870
79,0.7551695616211745,4,16.301075268817204,0.3706666666666707,1,7,9.247311827956988,0.4031666666666663,1,0.9786768726079826,1.440097,76.87741935483871,4.4223316244018305,1.0717027687481817,70.0,90.0,stressed,drive05,55335
80,0.744793793385055,2,14.129032258064516,0.29099999999999887,1,6,5.058064516129033,0.11599999999999919,1,1.0146627565982402,1.521692,77.08494623655913,4.594560744834015,1.1346390671494746,68.0,89.0,stressed,drive05,55800
78,0.7716799329702555,3,27.29032258064516,0.2930000000000016,1,4,17.956989247311828,0.0703333333333283,1,1.2888888888888888,2.044716,76.23118279569893,4.637539171665968,1.1562531819989381,68.0,89.0,stressed,drive05,56265
76,0.7931182795698926,4,11.892473118279568,0.8719999999999989,1,4,11.978494623655914,0.2530000000000016,1,1.1150334753499695,2.522334,75.18064516129033,3.3715526580052693,1.1313137623348457,68.0,83.0,stressed,drive05,56730
75,0.796861377506539,4,11.333333333333334,0.9143333333333307,1,5,7.838709677419354,0.27375000000000393,1,0.895405669599218,2.67643,75.03978494623657,3.876525430861698,1.2289125475458407,67.0,83.0,stressed,drive05,57195
77,0.7809847198641766,3,23.548387096774196,0.6489999999999985,1,6,10.95483870967742,0.1668000000000015,1,0.9571655208884188,2.365111,74.28709677419354,4.661942135473769,1.232411238034616,66.0,87.0,stressed,drive05,57660
76,0.7888172043010753,1,60.0,0.0,0,2,10.774193548387096,0.0840000000000051,1,1.2505147563486618,2.035027,73.2247311827957,5.820434080438207,1.3057791556938578,54.0,87.0,stressed,drive05,58125
78,0.7700041893590279,5,5.85483870967742,2.5992500000000045,1,5,6.354838709677419,1.5632499999999976,1,0.9709677419354839,2.601934,79.21290322580646,17.83664963119205,2.3425672024415416,54.0,132.0,stressed,drive05,58590
88,0.6792732665925104,8,6.47004608294931,2.5940000000000003,1,7,8.064516129032258,1.7488333333333312,1,0.7968613775065387,2.503666,90.98817204301075,17.643326128415442,2.258818384721552,54.0,132.0,stressed,drive05,59055
85,0.7043010752688171,4,13.397849462365592,2.0170000000000035,1,4,18.666666666666668,1.8430000000000024,1,1.207373271889401,1.224367,85.23118279569893,12.817716892759405,1.2770222359744972,63.0,111.0,stressed,drive05,59520
79,0.7642679900744418,9,5.42741935483871,1.1007500000000041,1,7,7.032258064516128,0.9143333333333352,1,0.967741935483871,2.750603,77.54623655913979,6.967089442434228,2.1681221133472532,63.0,104.0,stressed,drive05,59985
82,0.7327757865392276,9,6.564516129032258,0.7748750000000026,1,7,8.741935483870968,0.7513333333333346,1,0.6927803379416282,3.053749,78.83978494623656,10.185754756214774,3.3016615186354765,47.0,104.0,stressed,drive05,60450
81,0.7459677419354839,7,8.344086021505376,0.5651666666666648,1,7,8.333333333333334,0.32833333333333764,1,0.6894223555888972,2.063261,75.4236559139785,9.537536458019776,2.8436093439824095,47.0,96.0,stressed,drive05,60915
78,0.7725178047758694,9,7.266129032258065,0.7201249999999977,1,7,8.913978494623656,0.2543333333333376,1,0.6300617707618394,2.164397,73.81935483870967,4.731460891142615,1.1843071489421662,61.0,85.0,stressed,drive05,61380
80,0.745610453246223,10,5.978494623655914,0.3752222222222221,1,5,13.483870967741934,0.17475000000000038,1,0.6640086988039144,4.756166,79.41935483870968,10.671661378295989,2.6829205043614985,60.0,118.0,stressed,drive05,61845
76,0.7870967741935484,2,12.96774193548387,0.7079999999999913,1,2,11.67741935483871,0.4449999999999964,1,1.820564516129032,1.786528,75.76129032258065,11.20325444516122,1.8116356370357218,57.0,101.0,no,drive05,62775
69,0.8681214421252372,0,60.0,0.0,0,0,60.0,0.0,0,2.92831541218638,0.263659,68.64193548387097,8.07596756852581,1.3563231497488613,57.0,91.0,no,drive05,63240
65,0.9294354838709677,0,60.0,0.0,0,0,60.0,0.0,0,3.092979127134725,0.18932,64.29569892473118,6.218744021076625,1.4558445368214614,55.0,78.0,no,drive05,63705
63,0.9479708636836627,0,60.0,0.0,0,0,60.0,0.0,0,2.4926686217008793,0.186905,62.784946236559136,5.912351682407291,1.3431643309015628,55.0,75.0,no,drive05,64170
66,0.9111662531017369,0,60.0,0.0,0,0,60.0,0.0,0,2.4600280504908834,0.186155,64.33118279569892,6.419727299581684,1.2719546674295017,55.0,80.0,no,drive05,64635
69,0.8757115749525617,0,60.0,0.0,0,0,60.0,0.0,0,2.1191066997518613,0.185889,67.50645161290322,7.396923313494821,1.4995514219822537,57.0,84.0,no,drive05,65100
68,0.8781896966779009,0,60.0,0.0,0,0,60.0,0.0,0,2.2967741935483867,0.184769,68.61290322580645,7.913147162974591,1.8631893902614347,59.0,85.0,no,drive05,65565
66,0.9101736972704714,0,60.0,0.0,0,0,60.0,0.0,0,2.3674614305750348,0.181238,66.0010752688172,8.02020291250636,1.7886136695743324,46.0,85.0,no,drive05,66030
65,0.9173387096774194,0,60.0,0.0,0,0,60.0,0.0,0,2.4011220196353436,0.182135,64.94623655913979,6.839269267698325,1.2925221711719055,46.0,78.0,no,drive05,66495
